index	code	transcribed_group	plaintext
5640	613	6{^'}{__} 1__ 3__	formalitus
5641	638	__ 6{^'}{__} 3 8	
5642	594	5 9 4	
5643	776	7 7 6	
5644	365^_	3^_ 6^_ 5	it
5645	71	7^' 1	
5646	171	1 7 1	eer
5647	63^_	6^_ 3^_	hazard
5648	"114^"""	1^'' 1 4	aan Zien?
5649	"521^"""	5^'' 2 1	
5650	"483^"""	4^'' 8 3	ben
5651	77^_	7^__ 7^__	hi
5652	"29^"""	2^'' 9	aan den'
5653	664	6 6 4	
5654	"571^"""	^_ 5^'' 7 1	brief ? der
5655	636^_	6^_ 3^_ 6	
5656	686	6 8 6	flatt
5657	901	9 0 1	o
5658	846	8 4 6	
5659	67	6^' 7	
5660	561^_	5^_ 6^_ 1^_	haar Majesteit f
5661	572^_	5^_ 7^_ 2	meer
5662	714^_	7^_ 1^_ 4	
5663	77^_	7 7^__	hi
5664	893	8^' 9 3	en
5665	44^_	4^_ 4^_	a
5666	572^_	5^_ 7^_ 2^_	meer
5667	806	8 0^' 6	
5668	215	2 1^' 5	
5669	723	7 2 3	
5670	147^_	1^_ 4^_ 7^_	heid
5671	19	1 9^'	daar Zal
5672	614	6 1 4	four
5673	65	6^' 5	
5674	265^_	2 6^_ 5	
5675	969^_	^_ 9^' 6 9	
5676	558	5^' 5 8	
5677	96	9^' 6	dagen
5678	"539^"""	5^'' 3 9	
5679	"868^"""	8^'' 6 8	dagen
5680	"493^"""	4^'' 9 3	boven?
5681	"636^"""	6^'' 3 6	berigt
5682	"874^"""	8^'' 7 4	decid
5683	962	9 6^' 2	
5684	41^_	4 1^_	
5685	"451^"""	4^'' 5 1	conduc
5686	111	1 1 1	
5687	39	3 9	hun
5688	816^_	8^__ 1^__ 6	men
5689	909	9^' 0 9	
5690	572^_	5^_ 7^_ 2	meer
5691	75^_	7^_ 5^_	het
5692	40^_	4^_ 0^_	
5693	"462^"""	4^'' 6 2	acte
5694	"868^"""	8^'' 6 8	dagen
5695	"270^"""	2^'' 7 0	able
5696	911^_	9^_ 1^_ 1	Monsieur D
5697	23^_	2^_ 3^_	
5698	572^_	5^_ 7^_ 2^_	meer
5699	506^_	5^_ 0^_ 6^_	d
5700	716	7 1 6	
5701	73^_	^_ 7^' 3	hem
5702	390	3 9 0	
5703	996	9 9 6	hem
5704	525^_	5^__ 2^__ 5	komen
5705	325^_	3 2^__ 5	
5706	697^_	6^__ 9^__ 7	neg
5707	750^_	7^__ 5^__ 0	Minister F
5708	35	3 5	depeche
5709	497^_	4^__ 9^__ 7	
5710	851^_	8^__ 5^__ 1	nergons
5711	298^_	2^_ 9^_ 8	komende
5712	572^_	5^_ 7^_ 2^_	meer
5713	696	6 9 6	garanderen
5714	262	2 6 2	encore
5715	784	7 8 4	gelÿk
5716	393	3 9 3	eeren
5717	119	1 1 9	
5718	946	9 4 6	
5719	575	5^' 7 5	gernan?
5720	790	7 9 0	
5721	885	8 8 5	
5722	197	1 9 7	erent
5723	68	6 8	
5724	314	3 1 4	eenig
5725	379^_	3^__ 7^__ 9	
5726	"940^"""	9^'' 4 0	daar door?
5727	"636^"""	6^'' 3 6	berigt
5728	"720^"""	7^'' 2 0	borg
5729	778	7^' 7 8	
5730	145	1 4^' 5	drent
5731	289^_	2 8^__ 9	ise
5732	622^_	6^__ 2^__ 2	lever?
5733	344^_	3 4^__ 4	
5734	418^_	4^_ 1^_ 8^_	
5735	931	9 3 1	
5736	723	7 2 3	
5737	70	7^' 0	
5738	"972^"""	9^'' 7 2	
5739	"194^"""	1^'' 9 4	able
5740	"420^"""	4^'' 2 0	
5741	100^_	1^__ 0^__ 0	januar?
5742	94^_	9^__ 4^__	hun
5743	877	8 7 7	
5744	908	9^' 0 8	han
5745	577	5 7 7	
5746	712^_	^_ 7^' 1 2	
5747	"781^"""	^_ 7^'' 8 1	e
5748	93^_	9 3^__	
5749	265^_	2 6^_ 5	
5750	572^_	^_ 5^_ 7^_ 2^_	meer
5751	273	2 7 3	essentient?
5752	"431^"""	4^'' 3 1	cause?
5753	"868^"""	8^'' 6 8	dagen
5754	998	9^' 9 8	
5755	969	9^' 6 9	en
5756	710	7^' 1 0	gela?
5757	143	1^' 4 3	
5758	549	5^' 4 9	ge
5759	607	6^' 0 7	ferrit
5760	732	7 3 2	
5761	"531^"""	5^'' 3 1	
5762	44	4^' 4	di zen
5763	"448^"""	4^'' 4 8	cen
5764	51	5 1	dissip?
5765	317	3 1 7	
5766	9	9	dat
5767	171	1 7 1	eer
5768	634^_	6^__ 3^__ 4	Maandag? F
5769	851^_	8^__ 5^__ 1	nergons
5770	"513^"""	5^'' 1 3	
5771	"564^"""	5^'' 6 4	
5772	"570^"""	5^'' 7 0	breug?
5773	16	1 6^'	daar
5774	997	9 9 7	hen
5775	659^_	6^_ 5^_ 9^_	den
5776	"741^"""	7^'' 4 1	chang
5777	"485^"""	4^'' 8 5	best
5778	456^_	4^__ 5^__ 6	krÿgen?
5779	344^_	3^__ 4^__ 4	
5780	365^_	3 6^_ 5	it
5781	32^_	3 2^_	
5782	365^_	3 6^__ 5	it
5783	"261^"""	2^'' 6 1	aan ? ? F
5784	"29^"""	2^'' 9	aan den'
5785	859	8 5 9	
5786	843	8^' 4 3	ge
5787	516	5^' 1 6	
5788	"905^"""	9^'' 0 5	
5789	"720^"""	7^'' 2 0	borg
5790	601	6 0 1	d
5791	138	1 3 8	doon dit
5792	9	9	dat
5793	"921^"""	9^'' 2 1	
5794	"634^"""	6^'' 3 4	ben
5795	98^_	^_ 9^__ 8^__	
5796	"409^"""	4^'' 0 9	betein?
5797	245	2^' 4 5	
5798	131^_	1^_ 3^_ 1	van
5799	508^_	5^_ 0^_ 8	hen
5800	437^_	4^_ 3^_ 7	
5801	318^_	3 1^_ 8^_	lettre
5802	572^_	5^_ 7^_ 2	meer
5803	507^_	5^_ 0^_ 7	eer
5804	829^_	8 2^_ 9^_	
5805	"998^"""	9^'' 9 8	
5806	264	2^' 6 4	ent
5807	865^_	8^_ 6^_ 5^_	object
5808	"181^"""	1^'' 8 1	aan dit: Ministerir
5809	"29^"""	2^'' 9	aan den'
5810	265	2 6 5	enver
5811	775	7 7 5	hoog ?
5812	676^_	6^__ 7^__ 6	? Minister
5813	452^_	4 5^__ 2	de Koning F
5814	474^_	4^__ 7 4	list
5815	524^_	5 2^__ 4	klagt
5816	845^_	8^__ 4 5	navigatie
5817	604^_	6^__ 0^__ 4	de Koning F
5818	618	6^' 1 8	fuk
5819	756^_	^_ 7^' 5 6	Protestantie ?
5820	509^_	^_ 5^' 0 9	n
5821	671	6^' 7 1	daar
5822	154	1 5 4	
5823	"305^"""	3^'' 0 5	aver?
5824	"104^"""	1^'' 0 4	aan
5825	732^_	7^_ 3^_ 2	v
5826	656^_	6^_ 5^_ 6	o
5827	194^_	1^__ 9^__ 4	
5828	966^_	9^_ 6^_ 6	men
5829	332^_	3 3^_ 2^_	
5830	460^_	4^__ 6^__ 0	laat?
5831	559^_	5^__ 5^__ 9^__	
5832	769^_	7^__ 6^__ 9^__	
5833	713	7^' 1 3	
5834	753^_	7^_ 5^_ 3	
5835	656^_	6^_ 5^_ 6	o
5836	"755^"""	7^'' 5 5	conferentie
5837	"940^"""	9^'' 4 0	daar door?
5838	"603^"""	6^'' 0 3	confer
5839	452^_	4^__ 5 2	de Koning F
5840	"662^"""	6^'' 6 2	certain
5841	"720^"""	7^'' 2 0	borg
5842	789	7 8 9	genegen
5843	517	5 1 7	
5844	919	9 1 9	heid
5845	991	9 9 1	heen?
5846	692	6^' 9 2	fro
5847	819	8^' 1 9	ss
5848	722	7^' 2 2	
5849	217	2^' 1 7	explic
5850	215	2^' 1 5	
5851	703	7^' 0 3	
5852	461^_	4^_ 6^_ 1^_	laaten
5853	428^_	4^_ 2^_ 8^_	ra
5854	"299^"""	2 9^'' 9	arm?
5855	"263^"""	2^'' 6 3	aan ? ?
5856	"256^"""	2^'' 5 6	aan dit hof
5857	575	5 7 5	gernan?
5858	"405^"""	4^'' 0 5	van?
5859	"29^"""	2^'' 9	aan den'
5860	956^_	9^_ 5^_ 6	le
5861	"634^"""	6^'' 3 4	ben
5862	19^_	^_ 1^_ 9^_	hun
5863	507^_	5^_ 0^_ 7	eer
5864	58^_	5^_ 8^_	haast?
5865	347^_	3^_ 4^_ 7	
5866	602^_	6^_ 0^_ 2	kon
5867	557^_	5^__ 5^__ 7	maak?
5868	377^_	3^__ 7^__ 7	de Koning von F
5869	291	2 9 1	
5870	822^_	8^_ 2^_ 2	met mÿ
5871	"263^"""	2^'' 6 3	aan ? ?
5872	262	2 6 2	encore
5873	384^_	3^__ 8^__ 4	laast Leeder?
5874	774^_	7^__ 7^__ 4	
5875	578	5^' 7 8	
5876	54	5 4	dit Zal
5877	784^_	^_ 7 8 4	
5878	614	6 1 4	four
5879	189	1 8^' 9	ence?
5880	602^_	6^_ 0^_ 2	kon
5881	971^_	9^_ 7^_ 1	merk/mert?
5882	139^_	1^_ 3^_ 9^_	hazardeeren
5883	18^_	1^_ 8^_	
5884	49^_	4^__ 9^__	tt
5885	"563^"""	5^'' 6 3	beweeg
5886	"410^"""	4^'' 1 0	bet
5887	98^_	9^__ 8^__	
5888	"903^"""	9^'' 0 3	
5889	"651^"""	6^'' 5 1	by det
5890	783^_	7^_ 8^_ 3	
5891	"187^"""	1^'' 8 7	aan U Ho: id: ?
5892	"186^"""	1^'' 8 6	aan ? ? ?
5893	"112^"""	1 1^'' 2	aan K: Ho: Ed: ?
5894	"325^"""	3^'' 2 5	ceren?
5895	804^_	8^_ 0^_ 4	f
5896	245	2^' 4 5	
5897	317^_	3^_ 1^_ 7	les
5898	393^_	3^_ 9^_ 3	les
5899	131^_	1^_ 3^_ 1^_	van
5900	620^_	6^_ 2 0	les
5901	508^_	5^_ 0^_ 8	hen
5902	469^_	4^_ 6^_ 9	les quelles?
5903	437^_	4^_ 3^_ 7	
5904	991^_	9^_ 9^_ 1^_	naam
5905	318^_	3 1^_ 8	lettre
5906	215	2^' 1 5	
5907	818	8^' 1 8	ni
5908	829^_	8^_ 2^_ 9	
5909	"531^"""	5^'' 3 1	
5910	73^_	7^__ 3^__	hem
5911	529	5 2 9	
5912	621	6 2 1	garnibeen?
5913	467	4 6 7	eeren
5914	616	6 1 6	fri
5915	865^_	8^_ 6^_ 5	object
5916	"181^"""	1 8^'' 1	aan dit: Ministerir
5917	958^_	9 5^_ 8	ve
5918	"626^"""	6^'' 2 6	qu
5919	843^_	8^_ 4^_ 3	naat
5920	265	2 6 5	enver
5921	775	7 7 5	hoog ?
5922	749^_	7^__ 4^__ 9	mÿne
5923	474^_	4^__ 7^__ 4	list
5924	701^_	7^_ 0^_ 1^_	
5925	"558^"""	5^'' 5 8	benracy?
5926	18^_	1^__ 8^__	
5927	"866^"""	8^'' 6 6	daar voor
5928	100^_	1^__ 0^__ 0^__	januar?
5929	"946^"""	9^'' 4 6	dat is
5930	858	8 5 8	
5931	578	5 7 8	
5932	376^_	3 7^_ 6	koning
5933	421^_	4^_ 2^_ 1	
5934	30	3 0	defaut
5935	701	7 0 1	gedaan
5936	616	6 1 6	fri
5937	80	8 0	eeron
5938	161	1 6 1	ta
5939	314	3 1 4	eenig
5940	9	9	dat
5941	670	6 7 0	
5942	466	4 6 6	eeren
5943	"68^"""	6^'' 8	annu
5944	953^_	9^_ 5^_ 3^_	be
5945	302^_	3 0^_ 2^_	de Koningin von F
5946	968	9^' 6 8	de
5947	572^_	5^_ 7^_ 2	meer
5948	505^_	5^__ 0^__ 5^__	z
5949	942	9^' 4 2	hun
5950	"958^"""	9^'' 5 8	depech
5951	326^_	3^_ 2^_ 6	lu
5952	"509^"""	5^'' 0 9	
5953	304^_	3^__ 0^__ 4	krÿgen?
5954	567^_	5^_ 6^_ 7^_	maniere
5955	571^_	5^_ 7^_ 1	mediateur
5956	578^_	5^_ 7^_ 8	hÿ
