index	code	transcribed_group	plaintext
2414	674	6 7 4	n
2415	"821^"""	8^'' 2 1	dirigum?
2416	7^_	^_ 7	
2417	112^CircleWithHorizontalBar	1^+ 1 2	worden
2418	414^o	4^o 1 4	ten
2419	219^^	2^^ 1 9	op zigt
2420	37^^	3^^ 7	e
2421	883^_	8 8^_ 3	van de
2422	"217^"""	2^'' 1 7	andere
2423	218^CircleWithHorizontalBar	2 1^+ 8	zwaar
2424	28^_	2^_ 8^_	
2425	71^_	7^_ 1^_	heid
2426	678^^	6 7^^ 8	raak
2427	335	3 3 5	ende
2428	26	2 6	de
2429	422^o	4 2^o 2	toc/toe?
2430	79^o	7^o 9	
2431	33^^	3^^ 3	m
2432	114^_	1^_ 1^_ 4^_	ing[en]
2433	889^_	8^_ 8^_ 9^_	van den
2434	922	9 2 2	
2435	380	3 8 0	van
2436	213^o	2^o 1 3	
2437	381	3 8 1	b
2438	883^^	8 8^^ 3	rug
2439	569	5 6 9	gen
2440	158	1 5 8	en
2441	39	3 9	hun
2442	380	3 8 0	van
2443	107^o	1 0^o 7	ro
2444	37^^	3^^ 7	e
2445	113	1 1 3	der
2446	34	3 4	den
2447	730^^	7^^ 3 0	Prins F
2448	405^_	4^_ 0^_ 5	ma
2449	941^^	9^^ 4 1	x
2450	5	5	i
2451	33^^	3^^ 3	m
2452	108^_	1^_ 0^_ 8^_	
2453	5	5	i
2454	"104^"""	1^'' 0 4	aan
2455	132^CircleWithHorizontalBar	1 3^+ 2	zo
2456	87	8 7	is
2457	114^^	1^^ 1 4	het
2458	777^_	7^_ 7^_ 7^_	nict?
2459	7	7	te
2460	227^o	2^o 2 7	ver
2461	830^_	8^_ 3^_ 0^_	
2462	86	8 6	en
2463	743	7 4 3	dak?
2464	15^_	1^_ 5^_	
2465	289^o	2 8^o 9	V
2466	526^^	5^^ 2 6	ra
2467	869^^	8 6^^ 9	n
2468	413^^	4 1^^ 3	k
2469	884^^	8 8^^ 4	rÿk
2470	9^^	9^^	nog
2471	60^^	6^^ 0	ock
2472	15^_	1^_ 5^_	
2473	117^^	1 1^^ 7	w
2474	78	7 8	
2475	114^^	1^^ 1 4	het
2476	737^o	7^o 3 7	bewuste
2477	511^^	5^^ 1 1	project
2478	366^^	3^^ 6 6	op
2479	"311^"""	3^'' 1 1	be
2480	748	7 4 8	ÿ
2481	196	1 9 6	er
2482	86	8 6	en
2483	84	8 4	zullen
2484	108^CircleWithHorizontalBar	1^_ 0^+ 8	willen
2485	609^o	6^o 0 9	uit
2486	576^o	5^o 7 6	voer
2487	86	8 6	en
2488	136^CircleWithHorizontalBar	1 3^+ 6	zonder
2489	133^CircleWithHorizontalBar	1 3^+ 3^_	zodanig
2490	37^^	3^^ 7	e
2491	422^o	4^o 2 2	toc/toe?
2492	79^o	7^o 9	
2493	33^^	3^^ 3	m
2494	114^_	1^_ 1^_ 4^_	ing[en]
2495	158	1 5 8	en
2496	"677^"""	6^'' 7 7	
2497	482	4 8 2	entie
2498	331^_	3 3^_ 1	maar
2499	609^o	6^o 0 9	uit
2500	152^_	1^_ 5^_ 2^_	het geene?
2501	196	1 9 6	er
2502	132^CircleWithHorizontalBar	1 3^+ 2^_	zo
2503	26^CircleWithHorizontalBar	2^+ 6	wel
2504	"574^"""	5^'' 7 4	by
2505	26	2 6	de
2506	1^^	1^^	negociatie
2507	380	3 8 0	van
2508	144^_	1^_ 4^_ 4	de Hur
2509	808	8 0 8	graf
2510	107^o	1 0^o 7	ro
2511	33^^	3^^ 3	m
2512	"144^"""	1^'' 4 4	ant
2513	17^o	1 7^o	z
2514	21^^	2 1^^	
2515	109^^	1 0^^ 9	met
2516	812^o	8^o 1 2	voornocond?
2517	37^^	3^^ 7	e
2518	922	9 2 2	
2519	34^_	3^_ 4^_	
2520	34	3 4	den
2521	173^_	1^_ 7^_ 3^_	jaar
2522	37^^	3^^ 7	e
2523	205^CircleWithHorizontalBar	2 0^+ 5^_	zeventien, dia Sept.
2524	81^_	8^_ 1^_	
2525	644^o	6 4^o 4	vijf
2526	86	8 6	en
2527	482^o	4 8^o 2	tachtig ?
2528	"59^"""	5^'' 9	als
2529	227^o	2^o 2 7	ver
2530	881^o	8^o 8 1	volgens
2531	"574^"""	5^'' 7 4	by
2532	314	3 1 4	eenig
2533	37^^	3^^ 7	e
2534	692^_	6^_ 9^_ 2	na de
2535	69^_	6^_ 9^_	de Heer de
2536	110^^	1 1^^ 0	ro
2537	414^o	4^o 1 4	ten
2538	22^o	2^o 2	la
2539	39^^	3^^ 9	men
2540	583^CircleWithHorizontalBar	5^+ 8 3	s
2541	121	1 2 1	dic
2542	15^_	1^_ 5^_	
2543	117^^	1 1^^ 7	w
2544	78	7 8	
2545	976^^	9^^ 7 6	sedert?
2546	9^^	9^^	nog
2547	"574^"""	5^'' 7 4	by
2548	70^CircleWithHorizontalBar	7^+ 0^_	zyne
2549	60	6 0	door
2550	311	3 1 1	l
2551	41^^	4 1^^	u
2552	198^_	1 9^_ 8	g
2553	4^CircleWithHorizontalBar	4^+	t
2554	28^_	2^_ 8^_	
2555	71^_	7 1^_	heid
2556	414^o	4 1^o 4	ten
2557	181	1 8 1	einde?
2558	25^^	2^^ 5	om
2559	149^_	1^_ 4^_ 9^_	hem
2560	198^o	1 9^o 8	tot
2561	26	2 6	de
2562	584^o	5 8^o 4	voorgemeld
2563	37^^	3^^ 7	e
2564	422^o	4^o 2 2	toc/toe?
2565	79^o	7 9^o	
2566	33^^	3^^ 3	m
2567	114^_	1^_ 1^_ 4	ing[en]
2568	7	7	te
2569	167^^	1 6^^ 7	per
2570	904^_	9^_ 0^_ 4	mo
2571	89	8 9	s
2572	80	8 0	eeron
2573	"574^"""	5^'' 7 4	by
2574	280^_	2^_ 8^_ 0	h
2575	196	1 9 6	er
2576	812	8 1 2	ha
2577	"128^"""	1^'' 2 8	al'
2578	256^CircleWithHorizontalBar	2^+ 5 6	werk
2579	154^o	1 5^o 4	
2580	311	3 1 1	l
2581	28^_	2 8^_	
2582	330^_	3^_ 3^_ 0^_	maaden
2583	87^_	^_ 8 7	hoop
2584	33^^	3^^ 3	m
2585	4	4	een
2586	16^o	1 6^o	t
2587	39^^	3 9^^	men
2588	300^^	3 0^^ 0	over
2589	362^o	3 6^o 2	tu?
2590	748	7 4 8	ÿ
2591	198^_	1^_ 9^_ 8	g
2592	4^CircleWithHorizontalBar	4^+	t
2593	7	7	te
2594	90	9 0	zÿn
2595	743	7 4 3	dak?
2596	26	2 6	de
2597	218^CircleWithHorizontalBar	2^+ 1^_ 8	zwaar
2598	28^_	2^_ 8^_	
2599	71^_	7^_ 1^_	heid
2600	158	1 5 8	en
2601	25	2 5	de
2602	520	5 2 0	
2603	33^^	3^^ 3	m
2604	517^_	5 1^_ 7^_	iteet/ideet?
2605	254^CircleWithHorizontalBar	2 5^+ 4	welke
2606	132^CircleWithHorizontalBar	1^+ 3^_ 2	zo
2607	26^CircleWithHorizontalBar	2^+ 6	wel
2608	715	7 1 5	beid
2609	37^^	3^^ 7	e
2610	922	9 2 2	
2611	922	9 2 2	
2612	"59^"""	5^'' 9	als
2613	90	9 0	zÿn
2614	812^o	8 1^o 2	voornocond?
2615	381	3 8 1	b
2616	107^o	1 0^o 7	ro
2617	37^^	3^^ 7	e
2618	113	1 1 3	der
2619	184^o	1 8^o 4	tegen
2620	114^^	1 1^^ 4	het
2621	584^o	5^o 8 4	voorgemeld
2622	37^^	3^^ 7	e
2623	511^^	5^^ 1 1	project
2624	380	3 8 0	van
2625	34^^	3^^ 4	r
2626	41^^	4^^ 1	u
2627	748	7 4 8	ÿ
2628	311	3 1 1	l
2629	114^_	1^_ 1^_ 4	ing[en]
2630	550	5 5 0	ge
2631	366^^	3^^ 6 6	op
2632	167^^	1 6^^ 7	per
2633	4^CircleWithHorizontalBar	4^+	t
2634	216^_	2 1^_ 6	hetten
2635	777^_	7 7^_ 7^_	nict?
2636	132^CircleWithHorizontalBar	1 3^+ 2^_	zo
2637	45^CircleWithHorizontalBar	4^+ 5^_	zeer
2638	"104^"""	1^'' 0 4	aan
2639	280^_	2 8^_ 0	h
2640	41^^	4^^ 1	u
2641	6	6	ne
2642	60	6 0	door
2643	311	3 1 1	l
2644	41^^	4^^ 1	u
2645	198^_	1^_ 9^_ 8^_	g
2646	4^CircleWithHorizontalBar	4^+	t
2647	28^_	2^_ 8^_	
2648	141^_	1^_ 4^_ 1	
2649	7	7	te
2650	"152^"""	1^'' 5 2	
2651	209^o	2^o 0 9	tri
2652	381	3 8 1	b
2653	41^^	4^^ 1	u
2654	80	8 0	eeron
2655	87	8 7	is
2656	"59^"""	5^'' 9	als
2657	254^CircleWithHorizontalBar	2^+ 5^_ 4	welke
2658	132^CircleWithHorizontalBar	1 3^+ 2	zo
2659	26^CircleWithHorizontalBar	2^+ 6	wel
2660	"59^"""	5^'' 9	als
2661	51^CircleWithHorizontalBar	5^+ 1	zelfs
2662	34	3 4	den
2663	750^_	7^_ 5^_ 0	Minister F
2664	889^_	8 8^_ 9	van den
2665	922	9 2 2	
2666	144^_	1^_ 4^_ 4	de Hur
2667	380	3 8 0	van
2668	199	1 9 9	es
2669	37^^	3^^ 7	e
2670	"311^"""	3^'' 1 1	be
2671	453	4 5 3	e
2672	47^_	4^_ 7^_	l
2673	206^CircleWithHorizontalBar	2 0^+ 6	zig
2674	396^^	3 9^^ 6	persoon
2675	113^^	1 1^^ 3	ee
2676	311	3 1 1	l
2677	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
2678	45^CircleWithHorizontalBar	4^+ 5	zeer
2679	777^_	7 7^_ 7^_	nict?
2680	"199^"""	1^'' 9 9	af
2681	369^_	3^_ 6^_ 9^_	keer?
2682	28^_	2^_ 8^_	
2683	380	3 8 0	van
2684	114^^	1^^ 1 4	het
2685	584^o	5^o 8 4	voorgemeld
2686	37^^	3^^ 7	e
2687	"104^"""	1^'' 0 4	aan
2688	741	7 4 1	haar
2689	550	5 5 0	ge
2690	658^^	6^^ 5 8	pro
2691	450	4 5 0	p
2692	28^^	2^^ 8	on
2693	391	3 9 1	eerde
2694	511^^	5^^ 1 1	project
2695	380	3 8 0	van
2696	34^_	3^_ 4^_	
2697	41^^	4^^ 1	u
2698	748	7 4 8	ÿ
2699	311	3 1 1	l
2700	114^_	1^_ 1^_ 4^_	ing[en]
2701	424^o	4^o 2 4	toonen
2702	211^_	^_ 2^_ 1^_ 1	hadde
2703	743	7 4 3	dak?
2704	196	1 9 6	er
2705	"44^"""	4^'' 4	absolu
2706	4^CircleWithHorizontalBar	4^+	t
2707	705	7 0 5	geene
2708	87^_	8^_ 7^_	hoop
2709	158	1 5 8	en
2710	672^_	6^_ 7^_ 2^_	middel
2711	"572^"""	5^'' 7 2	
2712	741	7 4 1	haar
2713	293^CircleWithHorizontalBar	2^+ 9 3	zoude?
2714	90	9 0	zÿn
2715	300^^	3 0^^ 0	over
2716	"643^"""	6^'' 4 3	blywen?
2717	25^^	2^^ 5	om
2718	206^CircleWithHorizontalBar	2^+ 0 6	zig
2719	16	1 6	daar
2720	52^^	5^^ 2	ontrent
2721	251^o	2 5^o 1	te
2722	216^_	2^_ 1^_ 6	hetten
2723	451^_	4 5^_ 1	konnen
2724	227^o	2 2^o 7	ver
2725	923^^	9^^ 2 3	staan
2726	158	1 5 8	en
2727	109^^	1 0^^ 9	met
2728	741	7 4 1	haar
2729	7	7	te
2730	757^^	7^^ 5 7	recht
2731	180^o	1^o 8 0	tant
2732	678^^	6 7^^ 8	raak
2733	86	8 6	en
2734	"59^"""	5^'' 9	als
2735	26^CircleWithHorizontalBar	2^+ 6	wel
2736	731^o	7 3^o 1	voor
2737	690^_	6^_ 9^_ 0^_	
2738	"104^"""	1 0^'' 4	aan
2739	4	4	een
2740	"66^"""	6^'' 6	ander
2741	750^_	7^_ 5^_ 0^_	Minister F
2742	380	3 8 0	van
2743	715	7 1 5	beid
2744	37^^	3^^ 7	e
2745	68^_	6^_ 8^_	heer
2746	922	9 2 2	
2747	690^_	6^_ 9^_ 0^_	
2748	144^_	1^_ 4^_ 4^_	de Hur
2749	380	3 8 0	van
2750	7^_	7^_	
2751	86	8 6	en
2752	377	3 7 7	f
2753	327	3 2 7	ei
2754	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
2755	120	1 2 0	
2756	121	1 2 1	dic
2757	380	3 8 0	van
2758	253^CircleWithHorizontalBar	2 5^+ 3	weg
2759	191	1 9 1	ens
2760	70^CircleWithHorizontalBar	7^+ 0^_	zyne
2761	665^o	6^o 6 5	vorst
2762	37^^	3^^ 7	e
2763	404^_	4^_ 0^_ 4	lijk
2764	37^^	3^^ 7	e
2765	60	6 0	door
2766	311	3 1 1	l
2767	41^^	4^^ 1	u
2768	198^_	1^_ 9^_ 8^_	g
2769	4^CircleWithHorizontalBar	4^+	t
2770	28^_	2 8^_	
2771	71^_	7 1^_	heid
2772	"59^"""	5^'' 9	als
2773	750^_	7^_ 5^_ 0^_	Minister F
2774	327^^	3^^ 2 7	Plenipotentiaris
2775	550	5 5 0	ge
2776	"226^"""	2^'' 2 6	
2777	750	7 5 0	cerd
2778	143^_	1^_ 4^_ 3^_	heeft
2779	"574^"""	5^'' 7 4	by
2780	26	2 6	de
2781	"755^"""	7^'' 5 5	conferentie
2782	86	8 6	en
2783	114^^	1 1^^ 4	het
2784	"311^"""	3^'' 1 1	be
2785	136^o	1 3^o 6	
2786	380	3 8 0	van
2787	114^^	1 1^^ 4	het
2788	747^o	7^o 4 7	
2789	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
2790	201^o	2^o 0 1	Tractaat
2791	380	3 8 0	van
2792	7	7	te
2793	4^CircleWithHorizontalBar	4^+	t
2794	186^^	1 8^^ 6	s
2795	"514^"""	5 1^'' 4	chi
2796	674	6 7 4	n
2797	86	8 6	en
2798	121	1 2 1	dic
2799	34^_	3 4^_	
2800	34	3 4	den
2801	"163^"""	1^'' 6 3	begin
2802	6	6	ne
2803	380	3 8 0	van
2804	205^CircleWithHorizontalBar	2^+ 0^_ 5	zeventien, dia Sept.
2805	81^_	8^_ 1^_	
2806	"277^"""	2^'' 7 7	agt ?
2807	86	8 6	en
2808	282^CircleWithHorizontalBar	2 8^+ 2^_	zeventig, septante
2809	927^_	9^_ 2^_ 7	nevens
2810	26	2 6	de
2811	"514^"""	5^'' 1 4	chi
2812	918^o	9 1^o 8	ur
2813	665^o	6^o 6 5	vorst
2814	730^_	7^_ 3^_ 0^_	in
2815	6	6	ne
2816	18^o	1 8^o	d
2817	147^^	1 4^^ 7	ou
2818	"127^"""	1^'' 2 7	ai
2819	802^^	8 0^^ 2	ri
2820	196	1 9 6	er
2821	110^^	1 1^^ 0	ro
2822	889^_	8^_ 8^_ 9	van den
2823	383^_	3 8^_ 3^_	laast?
2824	300^^	3 0^^ 0	over
2825	311	3 1 1	l
2826	113^^	1^^ 1 3	ee
2827	34	3 4	den
2828	"514^"""	5^'' 1 4	chi
2829	918^o	9^o 1 8	ur
2830	665^o	6^o 6 5	vorst
2831	380	3 8 0	van
2832	"34^"""	3^'' 4	aan her?
2833	"311^"""	3^'' 1 1	be
2834	748	7 4 8	ÿ
2835	196	1 9 6	er
2836	86	8 6	en
2837	60^^	6^^ 0	ock
2838	581^^	5 8^^ 1	principaal
2839	550	5 5 0	ge
2840	"152^"""	1^'' 5 2	
2841	209^o	2^o 0 9	tri
2842	381	3 8 1	b
2843	41^^	4^^ 1	u
2844	750	7 5 0	cerd
2845	143^_	1^_ 4^_ 3	heeft
2846	25^^	2^^ 5	om
2847	34	3 4	den
2848	922	9 2 2	
2849	380^_	3 8^_ 0	krÿgen?
2850	213^o	2^o 1 3	
2851	381	3 8 1	b
2852	883^^	8 8^^ 3	rug
2853	569	5 6 9	gen
2854	7	7	te
2855	883^^	8^^ 8 3	rug
2856	7	7	te
2857	940	9 4 0	
2858	86	8 6	en
2859	7	7	te
2860	"897^"""	8^'' 9 7	dis
2861	186^^	1^^ 8 6	s
2862	41^^	4 1^^	u
2863	"15^"""	1^'' 5	a
2864	18^o	1 8^o	d
2865	80	8 0	eeron
2866	25^^	2^^ 5	om
2867	39	3 9	hun
2868	422^o	4 2^o 2	toc/toe?
2869	79^o	7 9^o	
2870	33^^	3 3^^	m
2871	114^_	1^_ 1^_ 4^_	ing[en]
2872	158	1 5 8	en
2873	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
2874	"368^"""	3 6^'' 8	an
2875	30^^	3^^ 0	c
2876	343^o	3 4^o 3	tu
2877	7	7	te
2878	707	7 0 7	geven?
2879	"104^"""	1^'' 0 4	aan
2880	114^^	1^^ 1 4	het
2881	201^o	2^o 0 1	Tractaat
2882	380	3 8 0	van
2883	158^^	1^^ 5 8	par
2884	22^o	2 2^o	la
2885	549	5 4 9	ge
2886	253^CircleWithHorizontalBar	2^+ 5 3	weg
2887	191	1 9 1	ens
2888	26	2 6	de
2889	161^o	1 6^o 1	succes
2890	134^o	1 3^o 4	si
2891	37^^	3^^ 7	e
2892	380	3 8 0	van
2893	"311^"""	3^'' 1 1	be
2894	748	7 4 8	ÿ
2895	196	1 9 6	er
2896	86	8 6	en
2897	366^^	3 6^^ 6	op
2898	34	3 4	den
2899	"884^"""	8^'' 8 4	derde
2900	844^CircleWithHorizontalBar	8 4^+ 4	January
2901	205^CircleWithHorizontalBar	2^_ 0^+ 5	zeventien, dia Sept.
2902	81^_	8^_ 1^_	
2903	"838^"""	8^'' 3 8	
2904	86	8 6	en
2905	482^o	4^o 8 2	tachtig ?
2906	363^o	3^o 6 3	tusschen
2907	34	3 4	den
2908	488^o	4^o 8 8	tegenvoordig
2909	86	8 6	en
2910	"514^"""	5^'' 1 4	chi
2911	918^o	9^o 1 8	ur
2912	665^o	6^o 6 5	vorst
2913	380	3 8 0	van
2914	"311^"""	3^'' 1 1	be
2915	748	7 4 8	ÿ
2916	196	1 9 6	er
2917	86	8 6	en
2918	158	1 5 8	en
2919	15^_	1^_ 5^_	
2920	117^^	1^^ 1 7	w
2921	78	7 8	
2922	833^^	8^^ 3 3	[ge]sloten
2923	158^_	^_ 1 5 8	
2924	16	1 6	daar
2925	184^o	1 8^o 4	tegen
2926	70^CircleWithHorizontalBar	7 0^+	zyne
2927	60	6 0	door
2928	311	3 1 1	l
2929	41^^	4^^ 1	u
2930	198^_	1^_ 9^_ 8^_	g
2931	4^CircleWithHorizontalBar	4^+	t
2932	28^_	2 8^_	
2933	71^_	7 1^_	heid
2934	86	8 6	en
2935	838	8 3 8	ga
2936	198^_	1^_ 9^_ 8	g
2937	391	3 9 1	eerde
2938	25^^	2^^ 5	om
2939	550	5 5 0	ge
2940	12^_	1^_ 2^_	hoor
2941	7	7	te
2942	707	7 0 7	geven?
2943	158	1 5 8	en
2944	366^^	3^^ 6 6	op
2945	7	7	te
2946	729^o	7 2^o 9	volgen
2947	26	2 6	de
2948	738^^	7 3^^ 8	propositie F
2949	91^CircleWithHorizontalBar	^_ 9^+ 1^_	waar
2950	495^_	4 9^_ 5	
2951	144^_	1^_ 4^_ 4^_	de Hur
2952	808	8 0 8	graf
2953	198^_	1^_ 9^_ 8	g
2954	371^^	3^^ 7 1	or
2955	4	4^'	een
2956	17^o	1 7^o	z
2957	34^_	3 4^_	
2958	113	1 1 3	der
2959	344^o	3^o 4 4	tÿd
2960	380	3 8 0	van
2961	253^CircleWithHorizontalBar	2^+ 5^_ 3	weg
2962	191	1 9 1	ens
2963	34	3 4	den
2964	376^_	3^_ 7^_ 6	koning
2965	380	3 8 0	van
2966	563^^	5^^ 6 3	p
2967	788^^	7^^ 8 8	r
2968	719^^	7^^ 1 9	u
2969	748	7 4 8	ÿ
2970	940^^	9^^ 4 0	ss
2971	"514^"""	5 1^'' 4	chi
2972	674	6 7 4	n
2973	34^_	3^_ 4^_	
2974	114^^	1 1^^ 4	het
2975	549	5 4 9	ge
2976	280^_	2^_ 8^_ 0	h
2977	37^^	3^^ 7	e
2978	261^_	2^_ 6^_ 1^_	
2979	"104^"""	1^'' 0 4	aan
2980	160^_	1^_ 6^_ 0^_	
2981	"199^"""	1^'' 9 9	af
2982	104^CircleWithHorizontalBar	1^_ 0^+ 4	west
2983	21^CircleWithHorizontalBar	^_ 2^+ 1^_	was
2984	19^CircleWithHorizontalBar	1^_ 9^+	waar van
2985	114^^	1^^ 1 4	het
2986	577	5 7 7	
2987	18^o	1^o 8	d
2988	"368^"""	3^'' 6 8	an
2989	60^^	6^^ 0	ock
2990	96^CircleWithHorizontalBar	9^+ 6	was
2991	743	7 4 3	dak?
2992	812^o	8 1^o 2	voornocond?
2993	37^^	3^^ 7	e
2994	922	9 2 2	
2995	16	1 6	daar
2996	266^^	2^^ 6 6	i
2997	"226^"""	2^'' 2 6	
2998	482	4 8 2	entie
2999	380	3 8 0	van
3000	7^_	7^_	
3001	715	7 1 5	beid
3002	37^^	3^^ 7	e
3003	376^_	3^_ 7^_ 6	koning
3004	550	5 5 0	ge
3005	110^^	1^^ 1 0	ro
3006	30^^	3^^ 0	c
3007	378	3 7 8	la
3008	33^^	3^^ 3	m
3009	750	7 5 0	cerd
3010	216^_	2^_ 1^_ 6	hetten
3011	26	2 6	de
3012	184^o	1 8^o 4	tegen
3013	114^^	1^^ 1 4	het
3014	812^o	8^o 1 2	voornocond?
3015	37^^	3^^ 7	e
3016	277^o	2 7^o 7	Tractaat ven
3017	205^CircleWithHorizontalBar	2^+ 0^_ 5	zeventien, dia Sept.
3018	81^_	8^_ 1^_	
3019	"838^"""	8^'' 3 8	
3020	86	8 6	en
3021	482^o	4^o 8 2	tachtig ?
3022	158	1 5 8	en
3023	26	2 6	de
3024	105^^	1 0^^ 5	possessie?
3025	674	6 7 4	n
3026	113^^	1^^ 1 3	ee
3027	33^^	3^^ 3	m
3028	114^_	1^_ 1^_ 4^_	ing[en]
3029	254^CircleWithHorizontalBar	2^+ 5 4	welke
3030	15^_	1^_ 5^_	
3031	117^^	1 1^^ 7	w
3032	78	7 8	
3033	"968^"""	9^'' 6 8	dien
3034	729^o	7 2^o 9	volgen
3035	26	2 6	de
3036	380	3 8 0	van
3037	4	4	een
3038	810	8 1 0	Groot
3039	37^^	3^^ 7	e
3040	550	5 5 0	ge
3041	"801^"""	8^'' 0 1	dut
3042	7	7	te
3043	883^_	8^_ 8^_ 3	van de
3044	26	2 6	de
3045	"311^"""	3^'' 1 1	be
3046	748	7 4 8	ÿ
3047	196	1 9 6	er
3048	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
3049	"514^"""	5^''1 4	chi
3050	311^_	3^_ 1^_ 1^_	land
3051	256^CircleWithHorizontalBar	^_ 2^+ 5^_ 6	werk
3052	154^o	1 5^o 4	
3053	311	3 1 1	l
3054	28^_	2^_ 8^_	
3055	330^_	3 3^_ 0	maaden
3056	211^_	^_ 2^_ 1^_ 1	hadde
3057	142^CircleWithHorizontalBar	1^_ 4^+ 2	zulks
3058	783	7 8 3	gelegenheid
3059	198^_	1^_ 9^_ 8	g
3060	"199^"""	1 9^'' 9	af
3061	198^o	1 9^o 8	tot
3062	34	3 4	den
3063	364^^	3^^ 6 4	oorlog
3064	363^o	3^o 6 3	tusschen
3065	114^^	1 1^^ 4	het
3066	715	7 1 5	beid
3067	37^^	3^^ 7	e
3068	13^_	1^_ 3^_	hot
3069	380	3 8 0	van
3070	117^^	1^^ 1 7	w
3071	78	7 8	
3072	158	1 5 8	en
3073	812^o	8^o 1 2	voornocond?
3074	37^^	3^^ 7	e
3075	376^_	3 7^_ 6	koning
3076	380	3 8 0	van
3077	563^^	5 6^^ 3	p
3078	788^^	7^^ 8 8	r
3079	719^^	7^^ 1 9	u
3080	748	7 4 8	ÿ
3081	940^^	9^^ 4 0	ss
3082	"514^"""	5^'' 1 4	chi
3083	"929^"""	9^'' 2 9	n
3084	254^CircleWithHorizontalBar	2^+ 5^_ 4	welke
3085	109^^	1^^ 0 9	met
3086	114^^	1^^ 1 4	het
3087	747^o	7^o 4 7	
3088	674	6 7 4	n
3089	583^CircleWithHorizontalBar	5 8^+ 3	s
3090	201^o	2 0^o 1	Tractaat
3091	380	3 8 0	van
3092	7	7	te
3093	4^CircleWithHorizontalBar	4^+	t
3094	583^CircleWithHorizontalBar	5 8^+ 3	s
3095	"514^"""	5^'' 1 4	chi
3096	674	6 7 4	n
3097	37^^	3^^ 7	e
3098	748	7 4 8	ÿ
3099	674	6 7 4	n
3100	18^o	1 8^o	d
3101	28^_	2 8^_	
3102	25	2 5	de
3103	114^^	1^^ 1 4	het
3104	21^CircleWithHorizontalBar	2 1^+	was
3105	17^o	1^o 7	z
3106	470	4 7 0	eg
3107	29^_	2^_ 9^_	ik
3108	"814^"""	8^'' 1 4	deze
3109	68^_	6^_ 8^_	heer
3110	380	3 8 0	van
3111	7^_	7^_	
3112	86	8 6	en
3113	377	3 7 7	f
3114	327	3 2 7	ei
3115	583^CircleWithHorizontalBar	5^+ 8 3	s
3116	121	1 2 1	dic
3117	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
3118	26^CircleWithHorizontalBar	2^+ 6	wel
3119	34^_	3^_ 4^_	
3120	26	2 6	de
3121	1^^	1^^	negociatie
3122	889^_	8^_ 8^_ 9	van den
3123	68^_	6^_ 8^_	heer
3124	808	8 0 8	graf
3125	34^^	3^^ 4	r
3126	41^^	4^^ 1	u
3127	339^_	3^_ 3^_ 9	
3128	4^CircleWithHorizontalBar	4^+	t
3129	17^o	1^o 7	z
3130	21^^	2^^ 1	
3131	"59^"""	5^'' 9	als
3132	227^o	2^o 2 7	ver
3133	881^o	8 8^o 1	volgens
3134	60^^	6 0^^	ock
3135	9^^	9^^	nog
3136	"574^"""	5^'' 7 4	by
3137	26	2 6	de
3138	365^_	3^_ 6^_ 5	it
3139	196	1 9 6	er
3140	"152^"""	1^'' 5 2	
3141	366^_	3^_ 6^_ 6	ire
3142	190^o	1^o 9 0	tent
3143	"152^"""	1^'' 5 2	
3144	366^_	3^_ 6^_ 6	ire
3145	254^CircleWithHorizontalBar	2^+ 5 4	welke
3146	15^_	1^_ 5^_	
3147	117^^	1^^ 1 7	w
3148	78	7 8	
3149	34^_	3^_ 4	
3150	49	4 9	direct
3151	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
3152	60	6 0	door
3153	26	2 6	de
3154	33^^	3^^ 3	m
3155	"127^"""	1^'' 2 7	ai
3156	4^CircleWithHorizontalBar	4^+	t
3157	34^^	3^^ 4	r
3158	200	2 0 0	esse
3159	889	8 8 9	
3160	922	9 2 2	
3161	"59^"""	5^'' 9	als
3162	60	6 0	door
3163	46^CircleWithHorizontalBar	4^+ 6	zeker?
3164	86	8 6	en
3165	"574^"""	5^'' 7 4	by
3166	149^_	1^_ 4^_ 9	hem
3167	525^o	5^o 2 5	veel
3168	"618^"""	6^'' 1 8	
3169	158	1 5 8	en
3170	34^_	3^_ 4^_	
3171	649^o	6^o 4 9	vlood
3172	923^^	9^^ 2 3	staan
3173	216^_	^_ 2^_ 1 6	hetten
3174	25	2 5	de
3175	602^^	6^^ 0 2	raad
3176	380	3 8 0	van
3177	7^_	7^_	
3178	150^o	1^o 5 0	st
3179	39	3 9	hun
3180	311^_	3^_ 1^_ 1	land
3181	583^CircleWithHorizontalBar	5^+ 8 3	s
3182	540^^	5^^ 4 0	Reguring
3183	186^^	1^^ 8 6	s
3184	"503^"""	5^'' 0 3	canceler
3185	86	8 6	en
3186	254^CircleWithHorizontalBar	2^+ 5 4	welke
3187	731^o	7^o 3 1	voor
3188	52^^	5 2^^	ontrent
3189	"66^"""	6^'' 6	ander
3190	4^CircleWithHorizontalBar	4^+	t
3191	812	8 1 2	ha
3192	311	3 1 1	l
3193	377	3 7 7	f
3194	173^_	1^_ 7^_ 3	jaar
