index	code	transcribed_group	plaintext
1651	326	3 2 6	eid
1652	25	2 5	de
1653	844^CircleWithHorizontalBar	8^_ 4^+ 4^_	January
1654	"53^"""	5 3^{''}	alhier?
1655	773	7 7 3	gedaan
1656	143^_	1^_ 4^_ 3^_	heeft
1657	451	4 5 1	van de
1658	"371^"""	3 7^{''} 1	antwoort
1659	254^CircleWithHorizontalBar	^_ 2^_ 5^+ 4	welke
1660	242^_	2^_ 4^_ 2^_	van
1661	192^CircleWithHorizontalBar	^_ 1^_ 9^+ 2^_	Z
1662	946^o	9 4^o 6	we
1663	999^o	9 9^o 9	den
1664	158	1 5 8	en
1665	"881^"""	8 8^{''} 1	den
1666	"699^"""	6 9^{''} 9	e
1667	340^_	3 4^_ 0^_	mar
1668	47^_	4^_ 7^_	l
1669	893	8 9 3	en
1670	379	3 7 9	op
1671	236^_	2 3^_ 6	zich
1672	773	7 7 3	gedaan
1673	211^_	2^_ 1^_ 1^_	hadde
1674	379	3 7 9	op
1675	26	2 6	de
1676	"673^"""	6 7^{''} 3	propositie
1677	254^CircleWithHorizontalBar	2 5^+ 4	welke
1678	488^_	4 8^_ 8^_	
1679	375	3 7 5	aan
1680	715	7 1 5	beid
1681	31^^	3^^ 1	e
1682	13^_	1^_ 3^_	hot
1683	773^_	^_ 7 7 3	negligeeren?
1684	211^_	2^_ 1^_ 1^_	hadde
1685	451	4 5 1	van de
1686	"195^"""	1 9^{''} 5	ac
1687	7	7	te
1688	254^CircleWithHorizontalBar	2^_ 5^+ 4^_	welke
1689	902	9 0 2	te
1690	204^CircleWithHorizontalBar	2^_ 0^+ 4^_	zenden
1691	48^_	4^_ 8^_	om
1692	"59^"""	5 9^{''}	als
1693	510^_	5^_ 1^_ 0^_	s
1694	450	4 5 0	p
1695	431^_	4 3^_ 1^_	ee
1696	311	3 1 1	l
1697	362^_	3^_ 6^_ 2	jong
1698	191	1 9 1	ens
1699	85^CircleWithHorizontalBar	8^+ 5^_	of
1700	132^CircleWithHorizontalBar	1^_ 3^+ 2^_	zo
1701	569	5 6 9	gen
1702	308	3 0 8	aa
1703	33^^	3 3^^	m
1704	26	2 6	de
1705	343^_	3 4^_ 3^_	
1706	674	6 7 4	n
1707	40^_	4 0^_	
1708	348^_	3^_ 4^_ 8^_	bÿ
1709	812^o	8 1^o 2	voornocond?
1710	31^^	3 1^^	e
1711	362^_	3 6^_ 2^_	jong
1712	37^^	3 7^^	e
1713	810	8 1 0	Groot
1714	665^o	6^o 6 5	vorst
1715	549	5 4 9	ge
1716	174^^	1 7^^ 4	
1717	268^^	2^^ 6 8	l
1718	344^^	3 4^^ 4	le
1719	188^CircleWithHorizontalBar	1^_ 8^+ 8^_	worden
