code,character,codepoint
4148,监,U+76D1
4149,盘,U+76D8
4150,盥,U+76E5
4151,卢,U+5362
4152,盦,U+76E6
4155,盪,U+76EA
4156,盬,U+76EC
4157,蛞,U+86DE
4158,目,U+76EE
4159,盲,U+76F2
4160,直,U+76F4
4161,相,U+76F8
4162,盼,U+76FC
4163,盾,U+76FE
4164,省,U+7701
4165,眄,U+7704
4166,眇,U+7707
4167,眈,U+7708
4168,眉,U+7709
4169,盯,U+76EF
4170,看,U+770B
4171,盻,U+76FB
4172,眨,U+7728
4173,盱,U+76F1
4174,睬,U+776C
4175,眛,U+771B
4176,真,U+771F
4177,眠,U+7720
4178,瞄,U+7784
4180,眦,U+7726
4181,眩,U+7729
4182,眙,U+7719
4183,眯,U+772F
4184,眵,U+7735
4186,眶,U+7736
4187,眷,U+7737
4188,眸,U+7738
4189,眺,U+773A
4190,眼,U+773C
4192,着,U+7740
4194,睨,U+7768
4195,睇,U+7747
4197,瞅,U+7785
4199,睚,U+775A
4200,睛,U+775B
4201,睁,U+7741
4202,睐,U+7750
4203,睾,U+777E
4204,睡,U+7761
4205,睢,U+7762
4206,督,U+7763
4207,睦,U+7766
4208,睫,U+776B
4209,瞌,U+778C
4211,睥,U+7765
4212,睹,U+7779
4213,睿,U+777F
4214,瞀,U+7780
4217,瞋,U+778B
4219,瞎,U+778E
4220,瞑,U+7791
4221,瞒,U+7792
4222,瞠,U+77A0
4223,瞪,U+77AA
4224,瞥,U+77A5
4225,瞧,U+77A7
4226,瞬,U+77AC
4227,瞳,U+77B3
4229,瞭,U+77AD
4230,瞰,U+77B0
4231,瞆,U+7786
4232,瞻,U+77BB
4233,瞽,U+77BD
4234,瞿,U+77BF
4236,矍,U+77CD
4237,眬,U+772C
4238,矗,U+77D7
4241,瞩,U+77A9
4242,眭,U+772D
4243,矛,U+77DB
4244,矜,U+77DC
4245,矞,U+77DE
4246,砬,U+782C
4247,矢,U+77E2
4248,矣,U+77E3
4249,知,U+77E5
4250,矧,U+77E7
4251,矩,U+77E9
4252,短,U+77ED
4253,矮,U+77EE
4255,矫,U+77EB
4257,镴,U+9574
4258,石,U+77F3
4260,矼,U+77FC
4261,砆,U+7806
4262,矻,U+77FB
4263,砂,U+7802
4264,砉,U+7809
4265,砌,U+780C
4266,砍,U+780D
4267,砑,U+7811
4268,砒,U+7812
4269,砭,U+782D
4270,砟,U+781F
4271,砸,U+7838
4272,砥,U+7825
4273,斫,U+65AB
4274,砦,U+7826
4275,破,U+7834
4277,砜,U+781C
4278,砧,U+7827
4279,砼,U+783C
4280,砰,U+7830
4282,研,U+7814
4283,硎,U+784E
4284,硁,U+7841
4285,硝,U+785D
4286,硖,U+7856
4287,砗,U+7817
4288,硫,U+786B
4289,硬,U+786C
4290,碘,U+7898
4291,砚,U+781A
4292,确,U+786E
4293,碍,U+788D
4294,碌,U+788C
4295,碎,U+788E
4296,硼,U+787C
4297,碗,U+7897
4299,碇,U+7887
4300,碔,U+7894
4301,碑,U+7891
4302,碓,U+7893
4304,碡,U+78A1
4306,碉,U+7889
4307,砀,U+7800
4308,碟,U+789F
4309,碣,U+78A3
4310,碧,U+78A7
4311,硕,U+7855
4312,磜,U+78DC
4314,碰,U+78B0
4316,码,U+7801
4317,碾,U+78BE
4318,磁,U+78C1
4319,磅,U+78C5
4320,磊,U+78CA
4321,礅,U+7905
4322,磋,U+78CB
4323,磐,U+78D0
4324,磙,U+78D9
4325,磔,U+78D4
4326,磕,U+78D5
4327,磉,U+78C9
4328,硙,U+7859
4329,碴,U+78B4
4330,硵,U+7875
4331,砖,U+7816
4332,碛,U+789B
4333,磨,U+78E8
4334,磬,U+78EC
4335,矶,U+77F6
4336,磲,U+78F2
4337,磺,U+78FA
4338,硗,U+7857
4339,礁,U+7901
4340,磷,U+78F7
4342,础,U+7840
4345,矾,U+77FE
4346,礳,U+7933
4347,磴,U+78F4
4349,矿,U+77FF
4350,砺,U+783A
4351,砾,U+783E
4352,砻,U+783B
4353,礴,U+7934
4354,碱,U+78B1
4355,示,U+793A
4356,礽,U+793D
4357,社,U+793E
4358,祀,U+7940
4359,祁,U+7941
4360,祆,U+7946
4361,祇,U+7947
4362,祈,U+7948
4363,祉,U+7949
4366,祊,U+794A
4368,祐,U+7950
4369,祓,U+7953
4371,祖,U+7956
4373,祚,U+795A
4374,祛,U+795B
4375,祜,U+795C
4376,祝,U+795D
4377,神,U+795E
4378,祟,U+795F
4379,祠,U+7960
4381,祲,U+7972
4382,祥,U+7965
4383,祧,U+7967
4384,票,U+7968
4385,祭,U+796D
4388,祺,U+797A
4389,禄,U+7984
4390,禀,U+7980
4391,禁,U+7981
4393,祸,U+7978
4394,祯,U+796F
4395,福,U+798F
4396,禘,U+7998
4397,禊,U+798A
4400,祎,U+794E
4401,祃,U+7943
4404,禠,U+79A0
4406,禧,U+79A7
4407,禅,U+7985
4409,礼,U+793C
4410,祢,U+7962
4411,祷,U+7977
4412,禳,U+79B3
4414,铼,U+94FC
4415,禸,U+79B8
4416,禹,U+79B9
4417,禺,U+79BA
4418,离,U+79BB
4419,禽,U+79BD
4420,镧,U+9567
4421,禾,U+79BE
4422,秃,U+79C3
4423,秀,U+79C0
4424,私,U+79C1
4426,秉,U+79C9
4427,秆,U+79C6
4428,秋,U+79CB
4429,种,U+79CD
4430,科,U+79D1
4431,秕,U+79D5
4432,秒,U+79D2
4434,秘,U+79D8
4436,租,U+79DF
4438,秣,U+79E3
4439,秤,U+79E4
4440,秦,U+79E6
4441,秧,U+79E7
4442,秩,U+79E9
4443,秫,U+79EB
4444,秭,U+79ED
4447,秸,U+79F8
4448,移,U+79FB
4449,稀,U+7A00
4450,稂,U+7A02
4451,税,U+7A0E
4453,程,U+7A0B
4455,稍,U+7A0D
4457,稔,U+7A14
4458,稗,U+7A17
4459,稞,U+7A1E
4460,稚,U+7A1A
4464,稠,U+7A20
4466,稹,U+7A39
4468,称,U+79F0
4469,稷,U+7A37
4470,稻,U+7A3B
4471,稼,U+7A3C
4472,稽,U+7A3D
4473,稿,U+7A3F
4475,穄,U+7A44
4476,穆,U+7A46
4479,稣,U+7A23
4480,积,U+79EF
4481,颖,U+9896
4482,穗,U+7A57
4484,穑,U+7A51
4486,秽,U+79FD
4487,秾,U+79FE
4489,稳,U+7A33
4491,穞,U+7A5E
4492,穰,U+7A70
4493,罱,U+7F71
4494,穴,U+7A74
4496,究,U+7A76
4497,穸,U+7A78
4498,穹,U+7A79
4499,突,U+7A81
4500,空,U+7A7A
4502,穿,U+7A7F
4503,窀,U+7A80
4504,窄,U+7A84
4505,窅,U+7A85
4506,窆,U+7A86
4507,窈,U+7A88
4510,窒,U+7A92
4511,窕,U+7A95
4512,窖,U+7A96
4514,窗,U+7A97
4515,窘,U+7A98
4516,窟,U+7A9F
4517,窠,U+7AA0
4518,窨,U+7AA8
4519,窝,U+7A9D
4521,窬,U+7AAC
4522,穷,U+7A77
4523,窑,U+7A91
4524,窳,U+7AB3
4525,窎,U+7A8E
4526,窭,U+7AAD
4527,窸,U+7AB8
4528,窣,U+7AA3
4529,窥,U+7AA5
4530,窾,U+7ABE
4533,窜,U+7A9C
4534,窍,U+7A8D
4535,窦,U+7AA6
4537,窃,U+7A83
4538,蒗,U+8497
4539,立,U+7ACB
4540,竑,U+7AD1
4541,站,U+7AD9
4544,竟,U+7ADF
4545,章,U+7AE0
4546,竣,U+7AE3
4547,童,U+7AE5
4548,竦,U+7AE6
4549,竖,U+7AD6
4550,竭,U+7AED
4551,端,U+7AEF
4552,竞,U+7ADE
4553,铑,U+94D1
4554,竹,U+7AF9
4555,竺,U+7AFA
4556,竽,U+7AFD
4557,竿,U+7AFF
4558,笄,U+7B04
4559,笈,U+7B08
4560,笊,U+7B0A
4561,笏,U+7B0F
4562,笑,U+7B11
4563,笙,U+7B19
4564,笛,U+7B1B
4565,笞,U+7B1E
4566,笤,U+7B24
4567,笠,U+7B20
4568,笥,U+7B25
4569,符,U+7B26
4570,笨,U+7B28
4571,笋,U+7B0B
4572,笪,U+7B2A
4573,笫,U+7B2B
4574,第,U+7B2C
4575,笮,U+7B2E
4576,笆,U+7B06
4578,笱,U+7B31
4579,笳,U+7B33
4580,筅,U+7B45
4581,笔,U+7B14
4582,筇,U+7B47
4583,等,U+7B49
4584,筊,U+7B4A
4585,筋,U+7B4B
4586,筌,U+7B4C
4588,筎,U+7B4E
4589,筏,U+7B4F
4590,筐,U+7B50
4591,筑,U+7B51
4592,筒,U+7B52
4594,答,U+7B54
4595,策,U+7B56
4596,筠,U+7B60
4599,筷,U+7B77
4600,笕,U+7B15
4602,筮,U+7B6E
4603,筲,U+7B72
4605,筵,U+7B75
4607,筱,U+7B71
4608,笺,U+7B3A
4611,箍,U+7B8D
4612,箇,U+7B87
4613,箔,U+7B94
4614,箕,U+7B95
4615,算,U+7B97
4617,箝,U+7B9D
4619,管,U+7BA1
4620,筝,U+7B5D
4621,箐,U+7B90
4625,箜,U+7B9C
4627,箬,U+7BAC
4628,箭,U+7BAD
4630,箱,U+7BB1
4631,箴,U+7BB4
4632,箸,U+7BB8
4634,节,U+8282
4635,篁,U+7BC1
4637,篆,U+7BC6
4638,篇,U+7BC7
4640,箧,U+7BA7
4643,篙,U+7BD9
4644,篚,U+7BDA
4645,篝,U+7BDD
4646,筿,U+7B7F
4647,篡,U+7BE1
4648,笃,U+7B03
4652,筛,U+7B5B
4653,篦,U+7BE6
4654,篪,U+7BEA
4655,篲,U+7BF2
4656,筚,U+7B5A
4659,篷,U+7BF7
4660,箦,U+7BA6
4661,簕,U+7C15
4662,簇,U+7C07
4663,簋,U+7C0B
4664,篓,U+7BD3
4665,簌,U+7C0C
4666,簏,U+7C0F
4667,篌,U+7BCC
4668,篾,U+7BFE
4669,簃,U+7C03
4672,簟,U+7C1F
4673,箪,U+7BAA
4674,簠,U+7C20
4675,简,U+7B80
4676,篑,U+7BD1
4678,簦,U+7C26
4679,簧,U+7C27
4681,簪,U+7C2A
4682,箫,U+7BAB
4684,簸,U+7C38
4687,签,U+7B7E
4689,簿,U+7C3F
4691,篮,U+7BEE
4693,筹,U+7B79
4694,籍,U+7C4D
4696,籐,U+7C50
4699,籀,U+7C40
4700,箓,U+7B93
4702,篯,U+7BEF
4703,箨,U+7BA8
4704,籁,U+7C41
4705,笼,U+7B3C
4710,笾,U+7B3E
4712,箩,U+7BA9
4713,篱,U+7BF1
4716,篰,U+7BF0
4717,米,U+7C73
4720,粉,U+7C89
4721,粒,U+7C92
4722,粕,U+7C95
4723,粗,U+7C97
4724,粘,U+7C98
4725,粟,U+7C9F
4726,粢,U+7CA2
4727,粤,U+7CA4
4728,粥,U+7CA5
4729,籼,U+7C7C
4731,粱,U+7CB1
4732,粲,U+7CB2
4733,粹,U+7CB9
4734,粳,U+7CB3
4736,粼,U+7CBC
4737,精,U+7CBE
4738,糈,U+7CC8
4739,糊,U+7CCA
4741,糕,U+7CD5
4742,糇,U+7CC7
4743,糖,U+7CD6
4744,糗,U+7CD7
4745,糜,U+7CDC
4746,糁,U+7CC1
4747,粪,U+7CAA
4748,糟,U+7CDF
4749,糠,U+7CE0
4750,籽,U+7C7D
4751,糙,U+7CD9
4754,糯,U+7CEF
4755,粝,U+7C9D
4756,籴,U+7C74
4757,粑,U+7C91
4759,粜,U+7C9C
4761,糸,U+7CF8
4762,系,U+7CFB
4763,纠,U+7EA0
4764,纪,U+7EAA
4765,纣,U+7EA3
4766,约,U+7EA6
4767,红,U+7EA2
4768,纡,U+7EA1
4769,纥,U+7EA5
4770,纨,U+7EA8
4771,纫,U+7EAB
4772,紊,U+7D0A
4773,纹,U+7EB9
4775,缐,U+7F10
4777,纴,U+7EB4
4780,纳,U+7EB3
4781,纽,U+7EBD
4782,纾,U+7EBE
4783,纯,U+7EAF
4784,纱,U+7EB1
4785,纮,U+7EAE
4786,纸,U+7EB8
4787,级,U+7EA7
4788,纷,U+7EB7
4789,纭,U+7EAD
4790,素,U+7D20
4791,纺,U+7EBA
4792,索,U+7D22
4793,紫,U+7D2B
4794,缏,U+7F0F
4797,累,U+7D2F
4798,细,U+7EC6
4799,缩,U+7F29
4800,绅,U+7EC5
4801,绍,U+7ECD
4802,绀,U+7EC0
4803,绋,U+7ECB
4805,绐,U+7ED0
4806,绌,U+7ECC
4807,终,U+7EC8
4809,组,U+7EC4
4810,绊,U+7ECA
4811,绂,U+7EC2
4814,结,U+7ED3
4815,绝,U+7EDD
4818,绔,U+7ED4
4819,绞,U+7EDE
4820,络,U+7EDC
4821,绚,U+7EDA
4822,给,U+7ED9
4823,绒,U+7ED2
4825,絮,U+7D6E
4826,绖,U+7ED6
4827,统,U+7EDF
4828,丝,U+4E1D
4829,绛,U+7EDB
4831,绢,U+7EE2
4834,绑,U+7ED1
4835,绨,U+7EE8
4836,绣,U+7EE3
4837,绠,U+7EE0
4840,绥,U+7EE5
4842,经,U+7ECF
4843,绡,U+7EE1
4844,综,U+7EFC
4845,绿,U+7EFF
4846,绸,U+7EF8
4847,綦,U+7DA6
4848,线,U+7EBF
4849,绶,U+7EF6
4850,维,U+7EF4
4851,綮,U+7DAE
4852,绾,U+7EFE
4854,纲,U+7EB2
4855,绷,U+7EF7
4856,缀,U+7F00
4858,纶,U+7EB6
4859,绺,U+7EFA
4860,绮,U+7EEE
4861,绽,U+7EFD
4862,绰,U+7EF0
4866,绫,U+7EEB
4867,缁,U+7F01
4868,紧,U+7D27
4869,绯,U+7EEF
4870,绻,U+7EFB
4872,绪,U+7EEA
4873,缄,U+7F04
4874,缉,U+7F09
4875,绵,U+7EF5
4876,缎,U+7F0E
4877,缔,U+7F14
4878,缘,U+7F18
4880,缌,U+7F0C
4882,编,U+7F16
4883,缓,U+7F13
4884,缅,U+7F05
4885,纬,U+7EAC
4886,练,U+7EC3
4888,缊,U+7F0A
4889,缃,U+7F03
4891,缗,U+7F17
4893,缈,U+7F08
4895,缇,U+7F07
4896,萦,U+8426
4897,缙,U+7F19
4898,缢,U+7F22
4899,缒,U+7F12
4900,绉,U+7EC9
4901,缞,U+7F1E
4902,缚,U+7F1A
4903,缜,U+7F1C
4904,缛,U+7F1B
4905,县,U+53BF
4906,缣,U+7F23
4907,繁,U+7E41
4908,缟,U+7F1F
4911,缝,U+7F1D
4912,纵,U+7EB5
4913,缧,U+7F27
4915,缦,U+7F26
4916,絷,U+7D77
4917,缕,U+7F15
4918,缥,U+7F25
4919,縻,U+7E3B
4920,总,U+603B
4921,绩,U+7EE9
4923,缫,U+7F2B
4924,缪,U+7F2A
4925,繇,U+7E47
4926,缡,U+7F21
4930,织,U+7EC7
4931,缮,U+7F2E
4933,缭,U+7F2D
4935,绕,U+7ED5
4938,缯,U+7F2F
4939,绳,U+7EF3
4940,绘,U+7ED8
4942,茧,U+8327
4943,缰,U+7F30
4944,缳,U+7F33
4945,缴,U+7F34
4946,绎,U+7ECE
4947,辫,U+8FAB
4949,继,U+7EE7
4951,纂,U+7E82
4952,缤,U+7F24
4953,缱,U+7F31
4955,颣,U+98A3
4956,缬,U+7F2C
4957,缵,U+7F35
4958,续,U+7EED
4960,纤,U+7EA4
4961,缠,U+7F20
4962,纩,U+7EA9
4964,缨,U+7F28
4966,纛,U+7E9B
4968,缆,U+7F06
4969,绦,U+7EE6
4970,缶,U+7F36
4971,缸,U+7F38
4972,缺,U+7F3A
4977,罄,U+7F44
4978,罅,U+7F45
4981,罂,U+7F42
4982,罍,U+7F4D
4984,罐,U+7F50
4986,网,U+7F51
4987,罔,U+7F54
4988,罕,U+7F55
4989,罘,U+7F58
4992,罟,U+7F5F
4993,罡,U+7F61
4996,罩,U+7F69
4997,罪,U+7F6A
4999,置,U+7F6E
5000,罚,U+7F5A
5001,罨,U+7F68
5002,署,U+7F72
5006,骂,U+9A82
5007,罢,U+7F62
5008,罹,U+7F79
5010,罽,U+7F7D
5012,罗,U+7F57
5013,罴,U+7F74
5015,羁,U+7F81
5016,鳓,U+9CD3
5017,羊,U+7F8A
5018,羌,U+7F8C
5019,美,U+7F8E
5020,羑,U+7F91
5021,羔,U+7F94
5024,羚,U+7F9A
5025,羝,U+7F9D
5026,羞,U+7F9E
5028,群,U+7FA4
5029,羡,U+7FA1
5030,义,U+4E49
5031,羯,U+7FAF
5032,羲,U+7FB2
5033,羧,U+7FA7
5035,羸,U+7FB8
5036,羹,U+7FB9
5037,羼,U+7FBC
5038,羽,U+7FBD
5039,翀,U+7FC0
5040,翁,U+7FC1
5041,翅,U+7FC5
5042,翊,U+7FCA
5043,翌,U+7FCC
5044,翎,U+7FCE
5045,习,U+4E60
5046,翔,U+7FD4
5047,翕,U+7FD5
5049,翟,U+7FDF
5050,翠,U+7FE0
5051,翡,U+7FE1
5053,翥,U+7FE5
5054,翦,U+7FE6
5055,翩,U+7FE9
5056,羿,U+7FBF
5057,翚,U+7FDA
5058,翮,U+7FEE
5060,翰,U+7FF0
5061,翳,U+7FF3
5062,翘,U+7FD8
5063,翱,U+7FF1
5064,翻,U+7FFB
5065,翼,U+7FFC
5069,耀,U+8000
5070,喱,U+55B1
5071,老,U+8001
5072,考,U+8003
5073,耄,U+8004
5074,者,U+8005
5075,耆,U+8006
5077,耋,U+800B
5079,而,U+800C
5080,耍,U+800D
5082,耐,U+8010
5084,唡,U+5521
5085,耒,U+8012
5086,耔,U+8014
5087,耕,U+8015
5088,耗,U+8017
5089,耘,U+8018
5090,耙,U+8019
5091,耜,U+801C
5092,耢,U+8022
5095,耩,U+8029
5096,耦,U+8026
5097,耨,U+8028
5098,耧,U+8027
5099,耰,U+8030
5100,钌,U+948C
5101,耳,U+8033
5102,耶,U+8036
5103,耻,U+803B
5104,耽,U+803D
5105,耿,U+803F
5106,聃,U+8043
5107,聆,U+8046
5108,聊,U+804A
5109,聒,U+8052
5110,圣,U+5723
5111,聘,U+8058
5112,聚,U+805A
5113,闻,U+95FB
5114,联,U+8054
5115,聪,U+806A
5116,声,U+58F0
5117,耸,U+8038
5118,聩,U+8069
5119,聂,U+8042
5120,职,U+804C
5122,聋,U+804B
5123,啉,U+5549
5124,聿,U+807F
5125,肄,U+8084
5126,肃,U+8083
5127,肆,U+8086
5128,肇,U+8087
5129,呤,U+5464
5130,馏,U+998F
5131,肉,U+8089
5132,肋,U+808B
5133,肌,U+808C
5134,肓,U+8093
5135,肖,U+8096
5136,肘,U+8098
5137,肚,U+809A
5138,肛,U+809B
5139,肝,U+809D
5140,股,U+80A1
5141,肢,U+80A2
5142,肥,U+80A5
5143,胺,U+80FA
5144,肩,U+80A9
5145,肫,U+80AB
5146,肯,U+80AF
5147,肱,U+80B1
5148,育,U+80B2
5149,肴,U+80B4
5150,朊,U+670A
5151,肺,U+80BA
5152,胃,U+80C3
5153,胄,U+80C4
5154,背,U+80CC
5155,胂,U+80C2
5156,胔,U+80D4
5157,胍,U+80CD
5158,胎,U+80CE
5160,胖,U+80D6
5161,胙,U+80D9
5162,胚,U+80DA
5163,胳,U+80F3
5164,胝,U+80DD
5165,胞,U+80DE
5166,胰,U+80F0
5167,脒,U+8112
5168,胭,U+80ED
5169,胯,U+80EF
5170,胡,U+80E1
5171,胥,U+80E5
5172,胸,U+80F8
5173,胼,U+80FC
5174,能,U+80FD
5175,胾,U+80FE
5176,脂,U+8102
5177,腺,U+817A
5178,胁,U+80C1
5180,胱,U+80F1
5182,脊,U+810A
5183,脚,U+811A
5184,脘,U+8118
5185,胫,U+80EB
5186,脆,U+8106
5187,腈,U+8148
5189,脧,U+8127
5190,脩,U+8129
5191,膨,U+81A8
5192,脱,U+8131
5193,脬,U+812C
5194,脯,U+812F
5195,胀,U+80C0
5196,脾,U+813E
5197,腆,U+8146
5198,腊,U+814A
5199,腋,U+814B
5200,肾,U+80BE
5201,腐,U+8150
5202,腑,U+8151
5203,腓,U+8153
5204,腔,U+8154
5205,腕,U+8155
5206,腥,U+8165
5207,脑,U+8111
5208,腴,U+8174
5209,肿,U+80BF
5210,腮,U+816E
5211,脿,U+813F
5212,腰,U+8170
5213,腱,U+8171
5214,肠,U+80A0
5215,腹,U+8179
5216,腠,U+8160
5217,腿,U+817F
5218,膀,U+8180
5219,膂,U+8182
5220,腩,U+8169
5221,膏,U+818F
5222,肷,U+80B7
5224,膈,U+8188
5225,膊,U+818A
5226,腘,U+8158
5227,肤,U+80A4
5228,膛,U+819B
5229,膜,U+819C
5230,膝,U+819D
5231,胶,U+80F6
5232,腻,U+817B
5234,膳,U+81B3
5235,膺,U+81BA
5238,膻,U+81BB
5239,脍,U+810D
5240,脓,U+8113
5241,臀,U+81C0
5242,臂,U+81C2
5244,臆,U+81C6
5245,脸,U+8138
5246,臊,U+81CA
5247,脐,U+8110
5250,臃,U+81C3
5251,胪,U+80EA
5253,脏,U+810F
5254,脔,U+8114
5255,胤,U+80E4
5256,臣,U+81E3
5257,卧,U+5367
5258,臧,U+81E7
5259,临,U+4E34
5260,栌,U+680C
5261,自,U+81EA
5262,臬,U+81EC
5263,臭,U+81ED
5266,镥,U+9565
5267,至,U+81F3
5268,致,U+81F4
5271,臻,U+81FB
5272,氇,U+6C07
5273,臼,U+81FC
5274,臾,U+81FE
5275,舁,U+8201
5276,舀,U+8200
5277,舂,U+8202
5278,舄,U+8204
5279,舅,U+8205
5280,与,U+4E0E
5281,兴,U+5174
5282,举,U+4E3E
5283,旧,U+65E7
5285,摞,U+645E
5286,舌,U+820C
5287,舍,U+820D
5288,舐,U+8210
5289,舒,U+8212
5290,舘,U+8218
5291,舖,U+8216
5292,舛,U+821B
5293,舜,U+821C
5294,舞,U+821E
5296,镅,U+9545
5297,舟,U+821F
5299,舡,U+8221
5300,航,U+822A
5301,般,U+822C
5302,舫,U+822B
5304,舷,U+8237
5305,舵,U+8235
5306,舶,U+8236
5307,船,U+8239
5308,舸,U+8238
5310,舳,U+8233
5311,舴,U+8234
5312,艇,U+8247
5313,艋,U+824B
5314,艄,U+8244
5318,艘,U+8258
5319,舱,U+8231
5320,舣,U+8223
5321,艟,U+825F
5322,艨,U+8268
5324,舰,U+8230
5325,舻,U+823B
5326,酶,U+9176
5327,艮,U+826E
5328,良,U+826F
5329,艰,U+8270
5330,钔,U+9494
5331,色,U+8272
5333,艳,U+8273
5335,艸,U+8278
5336,艽,U+827D
5337,艾,U+827E
5338,芃,U+8283
5339,芄,U+8284
5340,芊,U+828A
5341,芋,U+828B
5342,芍,U+828D
5343,芎,U+828E
5344,芑,U+8291
5345,芒,U+8292
5346,芙,U+8299
5347,芝,U+829D
5348,芟,U+829F
5349,芡,U+82A1
5350,艿,U+827F
5351,芤,U+82A4
5352,芧,U+82A7
5353,芨,U+82A8
5354,芥,U+82A5
5355,芩,U+82A9
5356,芪,U+82AA
5357,芫,U+82AB
5358,芬,U+82AC
5359,芭,U+82AD
5360,芮,U+82AE
5361,芯,U+82AF
5362,芰,U+82B0
5363,花,U+82B1
5364,芳,U+82B3
5365,芷,U+82B7
5366,芸,U+82B8
5367,芹,U+82B9
5368,刍,U+520D
5369,芼,U+82BC
5370,芽,U+82BD
5371,莜,U+839C
5372,芾,U+82BE
5373,苑,U+82D1
5374,茆,U+8306
5375,苒,U+82D2
5376,苓,U+82D3
5377,苔,U+82D4
5378,苕,U+82D5
5379,苗,U+82D7
5380,苄,U+82C4
5381,苛,U+82DB
5382,苜,U+82DC
5383,苞,U+82DE
5384,苟,U+82DF
5385,苣,U+82E3
5386,苡,U+82E1
5387,若,U+82E5
5388,苦,U+82E6
5389,苎,U+82CE
5390,苫,U+82EB
5391,英,U+82F1
5392,苴,U+82F4
5393,苹,U+82F9
5394,苻,U+82FB
5396,苾,U+82FE
5397,茀,U+8300
5398,茁,U+8301
5399,茂,U+8302
5400,范,U+8303
5401,茄,U+8304
5402,茈,U+8308
5403,茅,U+8305
5404,茇,U+8307
5406,茉,U+8309
5407,茗,U+8317
5408,荔,U+8354
5409,茜,U+831C
5412,茨,U+8328
5413,茫,U+832B
5414,茭,U+832D
5415,茯,U+832F
5416,茱,U+8331
5417,兹,U+5179
5418,茴,U+8334
5419,茵,U+8335
5420,茶,U+8336
5422,茸,U+8338
5423,茹,U+8339
5424,荀,U+8340
5425,荃,U+8343
5426,萄,U+8404
5427,荆,U+8346
5428,荸,U+8378
5429,荇,U+8347
5430,草,U+8349
5432,荏,U+834F
5433,荐,U+8350
5434,荑,U+8351
5435,荒,U+8352
5436,茝,U+831D
5437,荄,U+8344
5440,荷,U+8377
5441,荻,U+837B
5442,荼,U+837C
5443,荽,U+837D
5444,莅,U+8385
5446,莎,U+838E
5447,莒,U+8392
5448,莓,U+8393
5449,茎,U+830E
5450,莘,U+8398
5451,莞,U+839E
5452,莠,U+83A0
5453,荚,U+835A
5454,苋,U+82CB
5455,莆,U+8386
5456,莨,U+83A8
5457,莩,U+83A9
5458,莪,U+83AA
5459,莫,U+83AB
5460,菟,U+83DF
5461,莉,U+8389
5462,莽,U+83BD
5463,菀,U+83C0
5464,菁,U+83C1
5465,菅,U+83C5
5466,菇,U+83C7
5468,菊,U+83CA
5469,菑,U+83D1
5471,菖,U+83D6
5472,菔,U+83D4
5473,菘,U+83D8
5474,菠,U+83E0
5475,菜,U+83DC
5476,菩,U+83E9
5477,堇,U+5807
5478,华,U+534E
5479,菰,U+83F0
5480,菱,U+83F1
5481,菲,U+83F2
5483,莙,U+8399
5484,菹,U+83F9
5485,菼,U+83FC
5486,菽,U+83FD
5487,萁,U+8401
5488,萃,U+8403
5489,萜,U+841C
5490,莱,U+83B1
5491,萋,U+840B
5492,萌,U+840C
5493,萍,U+840D
5494,萎,U+840E
5495,龿,U+9FBF
5496,菡,U+83E1
5497,菌,U+83CC
5498,萩,U+8429
5500,苌,U+82CC
5501,萼,U+843C
5503,萱,U+8431
5504,莴,U+83B4
5505,萸,U+8438
5506,萹,U+8439
5507,落,U+843D
5508,葆,U+8446
5510,菸,U+83F8
5511,著,U+8457
5513,葚,U+845A
5514,葛,U+845B
5515,葡,U+8461
5516,董,U+8463
5517,苇,U+82C7
5518,葩,U+8469
5519,葫,U+846B
5520,葬,U+846C
5521,葭,U+846D
5522,药,U+836F
5523,葱,U+8471
5524,葳,U+8473
5525,葵,U+8475
5526,荤,U+8364
5527,葸,U+8478
5528,葺,U+847A
5530,蒂,U+8482
5531,葑,U+8451
5535,莳,U+83B3
5536,蒙,U+8499
5537,蒜,U+849C
5538,蒡,U+84A1
5539,蒞,U+849E
5540,蒟,U+849F
5541,蒨,U+84A8
5543,蒲,U+84B2
5544,蒸,U+84B8
5545,蒹,U+84B9
5546,蒺,U+84BA
5547,苍,U+82CD
5548,蒿,U+84BF
5549,荪,U+836A
5550,蓁,U+84C1
5551,蓂,U+84C2
5552,蓄,U+84C4
5553,蓆,U+84C6
5554,蓉,U+84C9
5555,蓊,U+84CA
5556,盖,U+76D6
5557,蓖,U+84D6
5558,蓍,U+84CD
5559,蓏,U+84CF
5560,蓑,U+84D1
5562,蓐,U+84D0
5563,蓓,U+84D3
5564,萏,U+840F
5565,蔌,U+850C
5566,蒯,U+84AF
5570,蓬,U+84EC
5571,莲,U+83B2
5572,蓰,U+84F0
5573,莼,U+83BC
5575,蔻,U+853B
5576,蔫,U+852B
5577,芗,U+8297
5578,蓼,U+84FC
5581,蓿,U+84FF
5583,蔑,U+8511
5584,蕻,U+857B
5585,蔓,U+8513
5587,蔗,U+8517
5588,蔚,U+851A
5589,蒌,U+848C
5591,蔡,U+8521
5592,蒋,U+848B
5593,荫,U+836B
5594,蔴,U+8534
5596,茑,U+8311
5598,荜,U+835C
5599,蔽,U+853D
5600,蔬,U+852C
5601,蕺,U+857A
5603,蕃,U+8543
5604,蕉,U+8549
5605,蕊,U+854A
5606,荞,U+835E
5607,莸,U+83B8
5608,蕖,U+8556
5609,荛,U+835B
5610,蕙,U+8559
5612,蕞,U+855E
